col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
8725	8726	宅地(土地)	住宅地	13206	東京都	府中市	分梅町	分倍河原	12	32000000	960000.0		110	290000.0	ほぼ長方形						住宅	南東	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8727	8728	宅地(土地)	住宅地	13206	東京都	府中市	本宿町	西府	13	43000000	780000.0		180	230000.0	不整形	23.3					住宅	北	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
8749	8750	宅地(土地)	住宅地	13122	東京都	葛飾区	細田	京成小岩	11	7200000	430000.0		55	130000.0	長方形						住宅	南東	私道	4.0	第２種低層住居専用地域	50.0	150.0	2021年第４四半期		調停・競売等、私道を含む取引
8758	8759	宅地(土地)	住宅地	13122	東京都	葛飾区	堀切	堀切菖蒲園	8	19000000	1000000.0		60	310000.0	長方形	8.0						南西	私道	3.2	第１種住居地域	60.0	200.0	2021年第４四半期		
8760	8761	宅地(土地)	住宅地	13122	東京都	葛飾区	堀切	堀切菖蒲園	10	12000000	800000.0		50	240000.0	長方形	4.5						北	私道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		
8774	8775	宅地(土地)	住宅地	13206	東京都	府中市	矢崎町	府中本町	6	210000000	1900000.0		370	570000.0	ほぼ長方形	11.0					住宅	北	市道	3.2	第１種住居地域	60.0	300.0	2021年第３四半期		
8785	8786	宅地(土地)	住宅地	13122	東京都	葛飾区	水元	金町	29	43000000	540000.0		260	160000.0	正方形	16.0					住宅	南	区道	7.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8790	8791	宅地(土地)	住宅地	13206	東京都	府中市	若松町	東府中	6	82000000	1400000.0		195	420000.0	台形	18.0					住宅	東	市道	6.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8795	8796	宅地(土地)	住宅地	13122	東京都	葛飾区	南水元	金町	20	11000000	780000.0		45	230000.0	ほぼ整形	8.5					住宅	東	区道	8.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8799	8800	宅地(土地)	住宅地	13207	東京都	昭島市	東町	西立川	4	7500000	800000.0		30	240000.0	ほぼ整形	9.2					住宅	南東	都道	11.0	近隣商業地域	80.0	300.0	2021年第３四半期		
8800	8801	宅地(土地)	住宅地	13122	東京都	葛飾区	四つ木	四ツ木	15	32000000	1000000.0		100	310000.0	ほぼ長方形	7.3					その他	南西	区道	4.5	準工業地域	60.0	200.0	2021年第４四半期		
8810	8811	宅地(土地)	住宅地	13123	東京都	江戸川区	一之江	一之江	7	9200000	640000.0		50	190000.0	長方形	4.9					住宅	西	私道	4.0	第１種中高層住居専用地域	60.0	150.0	2021年第４四半期		私道を含む取引
8821	8822	宅地(土地)	住宅地	13207	東京都	昭島市	中神町	中神	3	73000000	800000.0		300	240000.0	長方形	12.0						北西	区画街路	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8836	8837	宅地(土地)	住宅地	13123	東京都	江戸川区	大杉	新小岩	30分?60分	32000000	830000.0		125	250000.0	ほぼ長方形	8.5					住宅	東	区道	10.7	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
8839	8840	宅地(土地)	住宅地	13207	東京都	昭島市	緑町	昭島	11	27000000	780000.0		115	240000.0	ほぼ長方形	5.5						北	市道	11.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8841	8842	宅地(土地)	住宅地	13123	東京都	江戸川区	北葛西	西葛西	15	250000000	2300000.0		360	690000.0	ほぼ台形						その他	南西	区道	10.0				2021年第４四半期		
8849	8850	宅地(土地)	住宅地	13207	東京都	昭島市	もくせいの杜	東中神	20	50000000	610000.0		270	180000.0	不整形							北西	私道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8851	8852	宅地(土地)	住宅地	13123	東京都	江戸川区	北小岩	京成小岩	1	47000000	1200000.0		130	360000.0	不整形	13.5					住宅	東	区道	6.0	商業地域	80.0	400.0	2021年第４四半期		
8854	8855	宅地(土地)	商業地	13123	東京都	江戸川区	北小岩	京成小岩	2	57000000	1000000.0		190	300000.0	ほぼ整形	16.3					住宅	東	区道	5.4	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
8857	8858	宅地(土地)	住宅地	13123	東京都	江戸川区	北小岩	京成小岩	4	37000000	1200000.0		100	370000.0	長方形	6.5					住宅	北	区道	7.6	第１種住居地域	60.0	200.0	2021年第４四半期		
8862	8863	宅地(土地)	住宅地	13123	東京都	江戸川区	北小岩	京成小岩	8	67000000	2000000.0		110	600000.0	ほぼ長方形	6.0					住宅	西	都道	10.9	近隣商業地域	80.0	400.0	2021年第３四半期		
8868	8869	宅地(土地)	住宅地	13208	東京都	調布市	上石原	西調布	11	40000000	1200000.0		110	370000.0	ほぼ長方形	9.0					住宅	南	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8872	8873	宅地(土地)	商業地	13208	東京都	調布市	菊野台	柴崎	3	110000000	1100000.0		330	340000.0	ほぼ台形	15.0					その他	北西	国道	18.0	近隣商業地域	80.0	200.0	2021年第３四半期		
8883	8884	宅地(土地)	住宅地	13123	東京都	江戸川区	鹿骨	小岩	28	20000000	1300000.0		50	400000.0	長方形	5.0					住宅	北	区道	7.0	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
8887	8888	宅地(土地)	住宅地	13123	東京都	江戸川区	鹿骨	篠崎	23	33000000	1300000.0		80	410000.0	ほぼ長方形	6.0					住宅	西	区道	7.0	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
8894	8895	宅地(土地)	住宅地	13123	東京都	江戸川区	篠崎町	篠崎	6	140000000	1300000.0		380	380000.0	長方形	14.5						北	国道	40.0	準工業地域	60.0	200.0	2021年第４四半期		
8895	8896	宅地(土地)	住宅地	13123	東京都	江戸川区	篠崎町	篠崎	11	370000000	1300000.0		960	380000.0	不整形	36.0						南東	区道	16.0	第２種中高層住居専用地域	60.0	150.0	2021年第４四半期		
8896	8897	宅地(土地)	住宅地	13123	東京都	江戸川区	篠崎町	篠崎	6	2500000	130000.0		65	39000.0	ほぼ長方形	6.9						西	私道	3.7	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
8913	8914	宅地(土地)	住宅地	13123	東京都	江戸川区	中央	新小岩	23	78000000	960000.0		270	290000.0	ほぼ長方形	10.0					住宅	南	区道	5.3	準工業地域	60.0	200.0	2021年第３四半期		私道を含む取引
8917	8918	宅地(土地)	住宅地	13208	東京都	調布市	深大寺北町	調布	30分?60分	24000000	740000.0		105	220000.0	長方形	7.1					住宅	北	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
8918	8919	宅地(土地)	住宅地	13208	東京都	調布市	深大寺北町	調布	30分?60分	49000000	760000.0		210	230000.0	ほぼ整形	14.0					住宅	北	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8920	8921	宅地(土地)	住宅地	13208	東京都	調布市	深大寺北町	調布	30分?60分	36000000	1100000.0		110	320000.0	ほぼ台形	8.3					住宅	北東	私道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8921	8922	宅地(土地)	住宅地	13123	東京都	江戸川区	中葛西	葛西	14	92000000	1500000.0		200	460000.0	長方形						その他	西	区道	5.5				2021年第４四半期		
8925	8926	宅地(土地)	住宅地	13123	東京都	江戸川区	中葛西	葛西	15	110000000	1400000.0		260	430000.0	ほぼ長方形	17.2					住宅	北	区道	8.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8932	8933	宅地(土地)	住宅地	13208	東京都	調布市	仙川町	仙川	6	25000000	690000.0		120	210000.0	長方形	9.6					住宅	東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8933	8934	宅地(土地)	住宅地	13123	東京都	江戸川区	新堀	篠崎	16	47000000	1100000.0		140	330000.0	不整形	13.0					住宅	北東	区道	12.0	第１種住居地域	60.0	300.0	2021年第３四半期		
8934	8935	宅地(土地)	住宅地	13208	東京都	調布市	染地	国領	21	48000000	970000.0		165	290000.0	ほぼ台形	12.5					住宅	北東	市道	7.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8938	8939	宅地(土地)	住宅地	13123	東京都	江戸川区	西一之江	一之江	20	41000000	1300000.0		105	390000.0	ほぼ長方形	8.3					住宅	南東	区道	8.0	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
8942	8943	宅地(土地)	住宅地	13208	東京都	調布市	染地	布田	14	40000000	1200000.0		110	360000.0	ほぼ長方形	7.5					住宅	南	市道	3.8	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8945	8946	宅地(土地)	住宅地	13208	東京都	調布市	染地	布田	14	36000000	1200000.0		100	360000.0	長方形	7.8					住宅	南	市道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8955	8956	宅地(土地)	住宅地	13208	東京都	調布市	多摩川	京王多摩川	11	34000000	1100000.0		105	320000.0	ほぼ正方形	10.0						西	市道	6.0	準工業地域	60.0	200.0	2021年第３四半期		
8963	8964	宅地(土地)	住宅地	13208	東京都	調布市	多摩川	西調布	14	11000000	210000.0		180	63000.0	不整形	10.0					倉庫	接面道路無			第１種住居地域	60.0	200.0	2021年第３四半期		
8968	8969	宅地(土地)	商業地	13123	東京都	江戸川区	西小岩	小岩	4	51000000	2800000.0		60	850000.0	ほぼ長方形	5.0					その他	南西	区道	9.2	商業地域	80.0	400.0	2021年第４四半期		
8981	8982	宅地(土地)	住宅地	13123	東京都	江戸川区	西小松川町	船堀	26	5900000	170000.0		115	51000.0		2.0						接面道路無			近隣商業地域	80.0	300.0	2021年第３四半期		
8988	8989	宅地(土地)	住宅地	13208	東京都	調布市	富士見町	西調布	18	35000000	960000.0		120	290000.0	ほぼ長方形	9.5					住宅	南	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8990	8991	宅地(土地)	住宅地	13208	東京都	調布市	布田	調布	4	4000000	68000.0		195	21000.0	長方形							東	私道	3.6	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
8991	8992	宅地(土地)	住宅地	13208	東京都	調布市	布田	調布	10	67000000	1200000.0		185	360000.0	ほぼ台形	12.1					住宅	南東	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9012	9013	宅地(土地)	住宅地	13123	東京都	江戸川区	東葛西	葛西	18	30000000	650000.0		150	200000.0	袋地等	2.8					住宅	北東	区道	3.8	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
9015	9016	宅地(土地)	住宅地	13123	東京都	江戸川区	東葛西	葛西	19	5000000	490000.0		35	150000.0	長方形						その他	南	区道	7.0				2021年第３四半期		
9020	9021	宅地(土地)	住宅地	13208	東京都	調布市	布田	布田	10	51000000	890000.0		190	270000.0	不整形	3.1					住宅	西	市道	3.4	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9021	9022	宅地(土地)	住宅地	13208	東京都	調布市	緑ケ丘	仙川	15	100000000	660000.0		500	200000.0	長方形	25.0					住宅	東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9024	9025	宅地(土地)	住宅地	13208	東京都	調布市	若葉町	つつじケ丘	9	44000000	1300000.0		110	400000.0	台形	11.6						北東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9034	9035	宅地(土地)	住宅地	13123	東京都	江戸川区	東小岩	小岩	13	64000000	1400000.0		150	420000.0	ほぼ長方形	8.5					住宅	南	区道	8.7	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
9041	9042	宅地(土地)	住宅地	13209	東京都	町田市	大蔵町	鶴川	20	41000000	500000.0		270	150000.0	長方形	14.9						北	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9042	9043	宅地(土地)	住宅地	13209	東京都	町田市	大蔵町	鶴川	16	32000000	740000.0		140	220000.0	ほぼ長方形	13.2					住宅	北東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9044	9045	宅地(土地)	住宅地	13209	東京都	町田市	大蔵町	鶴川	16	33000000	720000.0		150	220000.0	不整形	15.3					住宅	南西	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9053	9054	宅地(土地)	住宅地	13209	東京都	町田市	小川	成瀬	11	34000000	590000.0		190	180000.0	ほぼ長方形	11.0					住宅	北	市道	6.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9054	9055	宅地(土地)	住宅地	13123	東京都	江戸川区	東松本	小岩	23	12000000	690000.0		60	210000.0	長方形	5.5					住宅	北	私道	4.0	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		私道を含む取引
9058	9059	宅地(土地)	住宅地	13123	東京都	江戸川区	平井	平井(東京)	3	41000000	1300000.0		105	390000.0	不整形	9.5					住宅	北西	私道	3.4	第１種住居地域	60.0	300.0	2021年第４四半期		
9071	9072	宅地(土地)	住宅地	13123	東京都	江戸川区	船堀	船堀	13	52000000	2400000.0		70	730000.0	ほぼ長方形	5.4					住宅	北東	区道	11.0	近隣商業地域	80.0	300.0	2021年第４四半期		
9090	9091	宅地(土地)	商業地	13123	東京都	江戸川区	松江	船堀	20	94000000	880000.0		350	270000.0	袋地等						事務所	北東	区道	11.9	商業地域	80.0	400.0	2021年第４四半期		
9095	9096	宅地(土地)	住宅地	13123	東京都	江戸川区	松江	船堀	14	66000000	1300000.0		175	380000.0	長方形	9.5					事務所	南東	区道	6.4	準工業地域	60.0	200.0	2021年第３四半期		
9100	9101	宅地(土地)	住宅地	13123	東京都	江戸川区	松島	新小岩	14	3500000	170000.0		70	51000.0	ほぼ長方形	11.0					その他	北	私道	2.0	準工業地域	60.0	200.0	2021年第４四半期		
9104	9105	宅地(土地)	商業地	13123	東京都	江戸川区	松島	新小岩	23	43000000	1400000.0		105	420000.0	ほぼ長方形	6.4						東	国道	18.2	商業地域	80.0	400.0	2021年第３四半期		
9109	9110	宅地(土地)	住宅地	13123	東京都	江戸川区	南葛西	葛西	23	230000000	1500000.0		500	460000.0	台形	15.5					住宅	北	区道	30.0	第１種住居地域	60.0	300.0	2021年第３四半期		
9112	9113	宅地(土地)	住宅地	13209	東京都	町田市	図師町	淵野辺	30分?60分	14000000	360000.0		130	110000.0	ほぼ長方形	8.9					倉庫	南東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9113	9114	宅地(土地)	住宅地	13209	東京都	町田市	図師町	淵野辺	30分?60分	34000000	440000.0		250	130000.0	不整形	20.0					住宅	西	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9114	9115	宅地(土地)	住宅地	13209	東京都	町田市	忠生	淵野辺	30分?60分	24000000	420000.0		190	130000.0	ほぼ長方形	12.0						北東	市道	66.0	準工業地域	60.0	200.0	2021年第３四半期		
9123	9124	宅地(土地)	住宅地	13123	東京都	江戸川区	南小岩	小岩	13	31000000	1000000.0		100	320000.0	ほぼ長方形	9.0					住宅	東	区道	4.5	第１種住居地域	60.0	200.0	2021年第４四半期		
9125	9126	宅地(土地)	商業地	13123	東京都	江戸川区	南小岩	小岩	9	55000000	1700000.0		105	510000.0	不整形						住宅	東	都道	11.0				2021年第４四半期		
9127	9128	宅地(土地)	住宅地	13123	東京都	江戸川区	南小岩	小岩	10	18000000	460000.0		130	140000.0	袋地等						住宅	南	私道	4.0	第１種住居地域	60.0	300.0	2021年第４四半期		私道を含む取引
9145	9146	宅地(土地)	住宅地	13209	東京都	町田市	常盤町	淵野辺	30分?60分	19000000	480000.0		130	140000.0	ほぼ台形	11.3					その他	南西	市道	5.2	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9152	9153	宅地(土地)	商業地	13209	東京都	町田市	中町	町田	4	69000000	1000000.0		220	320000.0	不整形							北東	市道	5.4	商業地域	80.0	400.0	2021年第３四半期		関係者間取引
9159	9160	宅地(土地)	住宅地	13201	東京都	八王子市	犬目町	八王子	1H30?2H	1600000	40000.0		130	12000.0	長方形	7.8						北西	市道	2.4	第１種低層住居専用地域	30.0	50.0	2021年第４四半期		
9164	9165	宅地(土地)	住宅地	13201	東京都	八王子市	上野町	八王子	13	38000000	1100000.0		115	330000.0	ほぼ長方形	12.5					住宅	南	市道	6.0	近隣商業地域	80.0	200.0	2021年第４四半期		
9177	9178	宅地(土地)	住宅地	13209	東京都	町田市	西成瀬	成瀬	24	12000000	200000.0		200	60000.0	ほぼ正方形						住宅	南	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
9182	9183	宅地(土地)	住宅地	13201	東京都	八王子市	裏高尾町	高尾(東京)	20	22000000	370000.0		195	110000.0	長方形	12.9					住宅	北	市道	55.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
