"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1153,"宅地(土地)","住宅地","13104","東京都","新宿区","北新宿","大久保(東京)","7",32000000,"670000","","160",200000,"ほぼ長方形","9.6","","","","","住宅","南東","私道",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
1154,"中古マンション等","","13104","東京都","新宿区","北新宿","大久保(東京)","3",33000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
1155,"中古マンション等","","13104","東京都","新宿区","北新宿","大久保(東京)","8",32000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","未改装",""
1156,"中古マンション等","","13104","東京都","新宿区","北新宿","大久保(東京)","8",43000000,"","２ＬＤＫ","50",,"","","","昭和48年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","改装済",""
1157,"中古マンション等","","13104","東京都","新宿区","北新宿","大久保(東京)","4",58000000,"","２ＬＤＫ","55",,"","","","平成20年","鉄骨造","","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
1158,"中古マンション等","","13104","東京都","新宿区","北新宿","大久保(東京)","3",41000000,"","１ＬＤＫ","40",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
1159,"宅地(土地)","商業地","13107","東京都","墨田区","緑","両国","6",460000000,"6500000","","240",2000000,"ほぼ長方形","10.4","","","","","住宅","北","区道",11.0,"商業地域",80,400,"2021年第３四半期","",""
1160,"中古マンション等","","13107","東京都","墨田区","緑","両国","10",23000000,"","１ＤＫ","25",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
1161,"中古マンション等","","13107","東京都","墨田区","緑","両国","9",19000000,"","１ＤＫ","20",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
1162,"中古マンション等","","13107","東京都","墨田区","向島","押上","10",35000000,"","３ＬＤＫ","60",,"","","","平成2年","ＳＲＣ","住宅","","","",,"商業地域",80,400,"2021年第３四半期","改装済",""
1163,"中古マンション等","","13107","東京都","墨田区","向島","押上","8",40000000,"","１ＬＤＫ","40",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2021年第３四半期","未改装",""
1164,"中古マンション等","","13107","東京都","墨田区","向島","押上","9",22000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1165,"中古マンション等","","13107","東京都","墨田区","向島","押上","5",31000000,"","","25",,"","","","平成31年","ＲＣ","","住宅","","",,"準工業地域",60,300,"2021年第３四半期","未改装",""
1166,"中古マンション等","","13107","東京都","墨田区","向島","押上","10",23000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1167,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","北新宿","中野坂上","9",48000000,"","","50",,"ほぼ長方形","4.5","60","平成22年","木造","住宅","住宅","南","私道",2.5,"第１種中高層住居専用地域",60,300,"2021年第３四半期","","私道を含む取引"
1168,"宅地(土地)","住宅地","13104","東京都","新宿区","北新宿","中野坂上","7",77000000,"3400000","","75",1000000,"ほぼ長方形","8.2","","","","","","南西","区道",10.0,"第１種住居地域",60,300,"2021年第３四半期","",""
1169,"中古マンション等","","13104","東京都","新宿区","北新宿","西新宿","6",43000000,"","１ＬＤＫ","30",,"","","","平成26年","ＲＣ","","その他","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
1170,"中古マンション等","","13104","東京都","新宿区","北新宿","西新宿","6",100000000,"","３ＬＤＫ","80",,"","","","平成24年","ＲＣ","","住宅","","",,"商業地域",80,700,"2021年第４四半期","未改装",""
1171,"中古マンション等","","13104","東京都","新宿区","北新宿","西新宿","6",50000000,"","１ＬＤＫ","45",,"","","","平成26年","ＲＣ","","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","未改装",""
1172,"中古マンション等","","13104","東京都","新宿区","北新宿","西新宿","6",37000000,"","１ＬＤＫ","30",,"","","","平成26年","ＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
1173,"中古マンション等","","13104","東京都","新宿区","北新宿","西新宿","6",12000000,"","１Ｒ","25",,"","","","","ＲＣ","","その他","","",,"第１種住居地域",60,300,"2021年第３四半期","",""
1174,"宅地(土地)","住宅地","13107","東京都","墨田区","向島","とうきょうスカイツリー","6",61000000,"2500000","","80",750000,"長方形","6.5","","","","","住宅","北東","区道",8.0,"準工業地域",60,300,"2021年第３四半期","",""
1175,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","北新宿","東中野","7",67000000,"","","95",,"台形","8.6","85","平成26年","木造","住宅","住宅","南東","私道",3.4,"第１種中高層住居専用地域",60,300,"2021年第４四半期","","私道を含む取引"
1176,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","6",19000000,"","１Ｋ","20",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2021年第４四半期","未改装",""
1177,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","10",24000000,"","２ＬＤＫ","55",,"","","","昭和47年","ＳＲＣ","住宅","その他","","",,"第１種住居地域",60,400,"2021年第４四半期","未改装",""
1178,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","10",35000000,"","","45",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2021年第４四半期","改装済",""
1179,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","6",53000000,"","１ＬＤＫ","45",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第４四半期","未改装",""
1180,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","6",38000000,"","３ＬＤＫ","60",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第４四半期","改装済",""
1181,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","5",37000000,"","","25",,"","","","令和2年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","未改装",""
1182,"中古マンション等","","13104","東京都","新宿区","北新宿","東中野","6",49000000,"","３ＬＤＫ","55",,"","","","昭和53年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2021年第３四半期","改装済",""
1183,"宅地(土地)","商業地","13107","東京都","墨田区","向島","曳舟","10",100000000,"3200000","","105",970000,"不整形","21.0","","","","","住宅","東","区道",8.0,"商業地域",80,400,"2021年第３四半期","",""
1184,"中古マンション等","","13107","東京都","墨田区","向島","曳舟","9",35000000,"","２ＬＤＫ","45",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1185,"中古マンション等","","13107","東京都","墨田区","向島","曳舟","9",24000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1186,"中古マンション等","","13104","東京都","新宿区","北山伏町","牛込神楽坂","3",38000000,"","１ＬＤＫ","30",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
1187,"宅地(土地)","住宅地","13104","東京都","新宿区","左門町","四谷三丁目","3",120000000,"4400000","","90",1300000,"長方形","","","","","","住宅","南","私道",,"第１種住居地域",60,300,"2021年第３四半期","",""
1188,"宅地(土地と建物)","住宅地","13107","東京都","墨田区","八広","京成曳舟","9",53000000,"","","65",,"ほぼ正方形","6.2","95","令和3年","木造","住宅","住宅","西","私道",4.0,"準工業地域",80,200,"2021年第３四半期","","私道を含む取引"
1189,"宅地(土地)","住宅地","13107","東京都","墨田区","八広","京成曳舟","8",19000000,"1200000","","50",370000,"長方形","5.4","","","","","住宅","西","私道",4.0,"準工業地域",80,200,"2021年第３四半期","","私道を含む取引"
1190,"宅地(土地と建物)","住宅地","13107","東京都","墨田区","八広","京成曳舟","15",240000000,"","","410",,"不整形","10.7","350","昭和32年","鉄骨造","工場","事務所","東","区道",14.6,"準工業地域",80,400,"2021年第３四半期","",""
1191,"中古マンション等","","13107","東京都","墨田区","八広","京成曳舟","5",24000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1192,"中古マンション等","","13107","東京都","墨田区","八広","京成曳舟","5",24000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
1193,"宅地(土地)","住宅地","13104","東京都","新宿区","下落合","椎名町","9",63000000,"3800000","","55",1100000,"長方形","5.3","","","","","住宅","北","区道",3.8,"第１種低層住居専用地域",60,150,"2021年第４四半期","",""
1194,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","下落合","下落合","3",730000000,"","","200",,"ほぼ台形","10.8","1000","平成19年","ＳＲＣ","共同住宅","住宅","南","都道",25.0,"近隣商業地域",80,400,"2021年第４四半期","",""
1195,"中古マンション等","","13104","東京都","新宿区","下落合","下落合","5",26000000,"","１Ｋ","20",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第４四半期","改装済",""
1196,"中古マンション等","","13104","東京都","新宿区","下落合","下落合","3",24000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","","住宅","","",,"近隣商業地域",80,400,"2021年第４四半期","未改装",""
1197,"中古マンション等","","13104","東京都","新宿区","下落合","下落合","4",12000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2021年第４四半期","未改装",""
1198,"中古マンション等","","13104","東京都","新宿区","下落合","下落合","7",14000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",60,150,"2021年第３四半期","",""
1199,"中古マンション等","","13104","東京都","新宿区","下落合","下落合","3",27000000,"","１Ｋ","25",,"","","","平成27年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","",""
1200,"中古マンション等","","13107","東京都","墨田区","八広","八広","3",20000000,"","２ＤＫ","35",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"準工業地域",80,200,"2021年第３四半期","改装済",""
1201,"中古マンション等","","13107","東京都","墨田区","八広","八広","5",25000000,"","１ＬＤＫ","30",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","",""
1202,"中古マンション等","","13104","東京都","新宿区","下落合","高田馬場","10",18000000,"","１Ｋ","20",,"","","","平成10年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第４四半期","未改装",""
1203,"中古マンション等","","13104","東京都","新宿区","下落合","高田馬場","7",34000000,"","１ＬＤＫ","30",,"","","","平成26年","ＲＣ","","その他","","",,"準工業地域",60,200,"2021年第３四半期","",""
